What city do you live in?,"What state or province do you live in, if applicable?",What country do you live in?,What is your age?,How often do you try to make other people happy?,Are your surroundings physically safe?,Do the people you're close to (family/friends) love and support you?,How often do you listen to music you enjoy?,"How often do you use technology (games, social media, etc.) for entertainment? ",How many hours of uninterrupted sleep do you get each night?,How often are you outdoors?,Do you feel respected by other people?,How much exercise do you get weekly?,How often do you smile every day?,Do you love and appreciate yourself?,"How often do you feel happy with what you do every day (e.g. work, school)?",How often do you argue with people who are close to you?
Springfield,Missouri,United States,21,3,4,5,5,5,4-6 hours,3,3,30- 60 minutes a week,3,3,3,2
Jefferson City,Missouri,United States,44,4,5,5,4,4,7-9 hours,3,4,30- 60 minutes a week,4,4,3,2
Republic,Missouri,United States,31,5,4,4,3,5,4-6 hours,4,4,60-90 minutes a week,4,4,4,3
Springfield,Missouri,United States,28,3,5,5,2,5,7-9 hours,2,4,More than 90 minutes a week,3,5,4,1
Desloge,Missouri,United States,44,5,5,5,4,5,4-6 hours,3,3,More than 90 minutes a week,4,4,4,3
Republic,Missouri,United States,12,4,4,4,4,3,7-9 hours,4,5,More than 90 minutes a week,3,3,4,3
Republic,Missouri,United States,14,3,2,4,4,4,7-9 hours,3,4,30- 60 minutes a week,4,4,4,4
Republic,Missouri,United States,17,3,4,5,5,4,7-9 hours,4,4,More than 90 minutes a week,3,3,4,3
Republic,Missouri,United States,47,5,5,5,5,5,4-6 hours,5,5,Less than 30 minutes a week,3,5,5,3
Fairfield,California,United States,12,5,4,5,5,5,7-9 hours,3,4,60-90 minutes a week,4,4,4,4
American Canyon,California,United States,16,5,4,3,4,3,4-6 hours,3,2,30- 60 minutes a week,3,2,3,2
Columbus,Indiana,United States,13,5,5,5,5,5,7-9 hours,4,5,60-90 minutes a week,5,5,5,2
Republic,Missouri,United States,32,4,4,5,4,3,7-9 hours,5,4,More than 90 minutes a week,4,4,4,2
Republic,Missouri,United States,32,4,4,5,4,3,7-9 hours,5,4,More than 90 minutes a week,4,4,4,2
Houston,Texas,United States,45,3,4,5,4,3,4-6 hours,3,4,30- 60 minutes a week,3,4,4,2
Republic,Missouri,United States,46,4,4,5,4,3,7-9 hours,2,4,60-90 minutes a week,4,3,4,2
Lowell,Indiana,United States,16,5,5,5,4,4,7-9 hours,3,4,30- 60 minutes a week,4,3,4,2
Springfield,Missouri,United States,41,4,5,5,5,3,7-9 hours,3,4,Less than 30 minutes a week,3,4,4,2
Belton,Texas,United States,15,4,5,3,5,5,1-3 hours,1,4,Less than 30 minutes a week,4,4,3,5
Springfield,Missouri,United States,42,3,2,5,4,5,4-6 hours,4,5,More than 90 minutes a week,4,5,3,2
Overland Park,Kansas,United States,41,5,5,5,4,4,7-9 hours,3,4,60-90 minutes a week,3,4,3,3
Springfield,Missouri,United States,29,5,5,5,5,4,7-9 hours,4,5,30- 60 minutes a week,5,5,4,2
Republic,Missouri,United States,34,4,5,5,5,4,4-6 hours,2,4,Less than 30 minutes a week,3,4,4,2
Republic,Missouri,United States,35,5,5,5,5,3,7-9 hours,4,4,60-90 minutes a week,4,4,5,2
Viburnum,Missouri,United States,43,5,5,5,5,4,7-9 hours,3,3,60-90 minutes a week,3,3,4,2
Fort Wayne,Indiana,United States,17,5,4,3,4,5,7-9 hours,1,4,Less than 30 minutes a week,5,3,4,2
Walnut Grove,Missouri,United States,48,3,4,2,4,1,4-6 hours,4,2,More than 90 minutes a week,4,4,3,4
Ash Grove,Missouri,United States,78,4,5,5,3,4,7-9 hours,3,4,30- 60 minutes a week,5,4,4,2
Woodbury,Minnesota,United States,39,5,5,5,5,2,4-6 hours,3,4,30- 60 minutes a week,5,4,4,3
Leawood,Kansas,United States,70,5,5,5,3,5,1-3 hours,5,5,More than 90 minutes a week,5,3,3,3
Republic,Missouri,United States,44,5,5,5,5,5,4-6 hours,3,4,30- 60 minutes a week,5,5,5,1
Steelville,Missouri,United States,26,4,5,5,5,4,4-6 hours,4,4,More than 90 minutes a week,4,4,5,2
Billings,Missouri,United States,40,5,4,5,5,4,4-6 hours,2,4,Less than 30 minutes a week,4,5,5,2
Cincinnati,Ohio,United States,14,4,5,4,5,5,7-9 hours,4,3,More than 90 minutes a week,5,5,5,3
Davis,California,United States,13,4,3,2,5,5,1-3 hours,4,2,More than 90 minutes a week,5,2,4,5
Edwardsville,Kansas,United States,34,5,5,5,4,4,7-9 hours,4,5,More than 90 minutes a week,5,5,5,3
Springfield,Missouri,United States,42,4,4,5,5,5,4-6 hours,3,4,30- 60 minutes a week,5,4,4,2
Arkadelphia,Arkansas,United States,15,5,3,5,5,5,4-6 hours,5,4,More than 90 minutes a week,5,5,4,4
Kingman,Arizona,United States,51,4,4,5,4,4,1-3 hours,3,4,More than 90 minutes a week,4,4,3,2
Springfield,Missouri,United States,39,3,5,5,5,3,7-9 hours,4,4,More than 90 minutes a week,5,3,4,3
Springfield,Missouri,United States,44,4,4,5,5,4,1-3 hours,3,4,30- 60 minutes a week,4,4,4,2
Willard,Missouri,United States,39,5,5,4,3,5,4-6 hours,2,4,30- 60 minutes a week,4,3,4,2
Republic,Missouri,United States,42,5,4,4,4,4,4-6 hours,2,3,Less than 30 minutes a week,3,4,2,5
Republic,Missouri,United States,26,5,5,5,3,4,1-3 hours,5,5,More than 90 minutes a week,4,5,5,3
Battlefield,Missouri,United States,34,4,4,5,5,4,7-9 hours,3,3,Less than 30 minutes a week,5,5,4,2
Republic,Missouri,United States,48,5,4,5,4,5,7-9 hours,3,4,Less than 30 minutes a week,4,3,4,3
Nixa,Missouri,United States,51,4,4,4,3,3,4-6 hours,3,4,30- 60 minutes a week,3,3,3,3
Republic,Missouri,United States,34,4,5,5,4,4,4-6 hours,3,4,More than 90 minutes a week,3,4,4,2
Republic,Missouri,United States,35,5,5,5,4,4,7-9 hours,2,5,Less than 30 minutes a week,5,3,5,1
Republic,Missouri,United States,23,4,5,4,5,3,4-6 hours,5,3,60-90 minutes a week,5,4,4,4
Republic,Missouri,United States,20,5,4,5,5,4,4-6 hours,3,4,30- 60 minutes a week,5,4,2,3
Battlefield,Missouri,United States,37,5,5,5,4,3,7-9 hours,2,4,30- 60 minutes a week,4,4,3,1
Springfield,Missouri,United States,33,4,4,4,4,4,7-9 hours,3,4,60-90 minutes a week,4,5,5,2
Republic,Missouri,United States,40,5,5,5,5,4,4-6 hours,4,4,30- 60 minutes a week,4,3,4,2
Springfield,Missouri,United States,49,5,5,5,5,5,1-3 hours,2,3,Less than 30 minutes a week,5,4,3,1
Republic,Missouri,United States,29,5,3,5,5,5,7-9 hours,3,4,60-90 minutes a week,5,5,5,2
Springfield,Missouri,United States,49,2,3,5,5,5,1-3 hours,2,3,Less than 30 minutes a week,2,2,2,1
Republic,Missouri,United States,23,5,5,4,5,2,4-6 hours,4,4,30- 60 minutes a week,4,5,4,4
Springfield,Missouri,United States,38,4,5,5,5,3,7-9 hours,4,4,30- 60 minutes a week,5,5,4,2
Republic,Missouri,United States,47,5,5,5,5,4,4-6 hours,4,5,More than 90 minutes a week,4,4,4,1
Battlefield,Missouri,United States,42,4,4,5,5,5,7-9 hours,3,4,60-90 minutes a week,5,5,4,2
Republic,Missouri,United States,57,5,4,3,2,4,7-9 hours,2,2,Less than 30 minutes a week,4,2,2,2
Republic,Missouri,United States,39,4,5,4,4,4,7-9 hours,4,4,More than 90 minutes a week,4,4,3,3
Springfield,Missouri,United States,34,3,4,5,4,4,4-6 hours,3,3,30- 60 minutes a week,4,2,4,2
Springfield,Missouri,United States,43,4,4,4,2,4,4-6 hours,2,4,60-90 minutes a week,3,3,3,2
Republic,Missouri,United States,45,5,5,5,5,4,4-6 hours,4,3,30- 60 minutes a week,2,2,2,2
Battlefield,Missouri,United States,47,4,4,4,4,4,7-9 hours,3,3,More than 90 minutes a week,5,4,3,2
Republic,Missouri,United States,47,3,4,5,3,4,7-9 hours,2,4,30- 60 minutes a week,4,4,2,3
Republic,Missouri,United States,41,3,4,3,4,3,7-9 hours,2,4,More than 90 minutes a week,3,3,2,2
Republic,Missouri,United States,54,5,5,5,5,4,4-6 hours,5,5,60-90 minutes a week,5,4,5,2
Springfield,Missouri,United States,73,3,4,4,4,5,4-6 hours,3,4,30- 60 minutes a week,4,3,3,2
Republic,Missouri,United States,34,5,5,5,5,3,7-9 hours,4,4,More than 90 minutes a week,5,4,4,2
Republic,Missouri,United States,32,5,4,5,5,5,4-6 hours,4,3,30- 60 minutes a week,5,5,4,2
Branson,Missouri,United States,45,4,4,5,4,5,7-9 hours,3,4,30- 60 minutes a week,4,5,5,3
Seymour,Missouri,United States,37,5,5,5,4,4,4-6 hours,3,4,30- 60 minutes a week,4,4,4,2
Battlefield,Missouri,United States,46,4,4,4,4,3,4-6 hours,3,4,30- 60 minutes a week,4,4,4,2
Republic,Missouri,United States,35,4,3,4,3,5,4-6 hours,3,3,30- 60 minutes a week,3,3,3,4
Republic,Missouri,United States,53,4,4,4,4,5,4-6 hours,4,4,More than 90 minutes a week,4,3,4,2
Fayetteville,Arkansas,United States,76,4,5,5,3,5,4-6 hours,3,4,30- 60 minutes a week,4,4,4,2
Republic,Missouri,United States,30,4,4,5,5,5,4-6 hours,5,4,30- 60 minutes a week,5,4,4,2
Republic,Missouri,United States,35,4,5,4,5,3,7-9 hours,5,4,More than 90 minutes a week,4,5,4,2
Republic,Missouri,United States,13,5,5,5,5,5,7-9 hours,3,4,60-90 minutes a week,4,3,3,4
Carthage,Missouri,United States,38,5,5,5,3,4,7-9 hours,2,4,60-90 minutes a week,4,5,5,2
Republic,Missouri,United States,25,4,4,5,5,5,7-9 hours,2,4,30- 60 minutes a week,4,4,3,2
Springfield,Missouri,United States,56,5,4,5,5,4,4-6 hours,3,4,Less than 30 minutes a week,4,4,4,2
Monett,Missouri,United States,19,3,5,5,1,5,Less than an hour,2,1,More than 90 minutes a week,3,1,3,4
Ozark,Missouri,United States,41,4,5,5,4,4,7-9 hours,3,3,Less than 30 minutes a week,4,3,4,3
Republic,Missouri,United States,31,4,5,5,4,3,4-6 hours,3,4,Less than 30 minutes a week,4,4,3,2
Republic,Missouri,United States,40,5,5,5,5,3,7-9 hours,3,5,60-90 minutes a week,5,5,4,2
Belleville,Michigan,United States,15,4,4,5,4,5,4-6 hours,3,4,Less than 30 minutes a week,4,5,4,3
American Canyon,California,United States,14,4,5,4,5,4,7-9 hours,3,4,More than 90 minutes a week,5,4,3,3
Springfield,Missouri,United States,42,5,5,4,3,5,7-9 hours,4,3,60-90 minutes a week,4,3,2,3
Bernice,Louisiana,United States,15,4,5,4,5,5,7-9 hours,5,5,30- 60 minutes a week,5,5,3,4
Republic,Missouri,United States,40,4,5,5,5,4,4-6 hours,2,4,30- 60 minutes a week,5,4,5,4
Republic,Missouri,United States,43,3,5,5,4,5,4-6 hours,3,4,Less than 30 minutes a week,4,3,2,2
Granite City,Illinois,United States,52,5,5,5,5,3,4-6 hours,3,4,More than 90 minutes a week,4,3,4,2
Republic,Missouri,United States,42,5,5,5,4,3,7-9 hours,3,4,More than 90 minutes a week,4,4,2,2
Bagram,,Afghanistan,37,4,1,5,4,5,7-9 hours,5,5,More than 90 minutes a week,4,5,4,2
Republic,Missouri,United States,42,5,4,5,4,3,4-6 hours,3,3,More than 90 minutes a week,4,4,4,1
Republic,Missouri,United States,51,4,5,4,3,4,7-9 hours,3,4,30- 60 minutes a week,4,3,4,4
Republic,Missouri,United States,55,4,4,5,4,3,4-6 hours,2,3,Less than 30 minutes a week,3,4,4,3
Republic,Missouri,United States,27,4,4,4,3,3,7-9 hours,4,4,More than 90 minutes a week,4,5,4,2
Republic,Missouri,United States,36,3,5,4,4,4,1-3 hours,3,4,30- 60 minutes a week,4,4,4,3
Republic,Missouri,United States,64,4,4,4,4,5,7-9 hours,2,4,Less than 30 minutes a week,4,4,4,2
Wildwood,Missouri,United States,61,4,5,5,5,5,7-9 hours,3,5,More than 90 minutes a week,4,5,5,1
Rolla,Missouri,United States,54,4,5,5,4,4,7-9 hours,3,4,Less than 30 minutes a week,4,3,4,2
Springfield,Missouri,United States,22,4,4,4,3,4,1-3 hours,2,3,60-90 minutes a week,3,3,3,2
Springfield,Missouri,United States,71,5,5,5,4,1,7-9 hours,4,5,Less than 30 minutes a week,5,5,5,4
Republic,Missouri,United States,65,4,5,4,4,4,4-6 hours,2,4,Less than 30 minutes a week,4,3,4,2
Ozark,Missouri,United States,40,4,5,5,4,4,7-9 hours,3,4,More than 90 minutes a week,4,4,4,1
Republic,Missouri,United States,15,4,5,5,5,3,7-9 hours,3,4,30- 60 minutes a week,5,4,4,2
Davis,California,United States,16,3,4,4,5,5,4-6 hours,3,2,Less than 30 minutes a week,3,2,1,4
Rolla,Missouri,United States,25,4,5,5,5,5,7-9 hours,4,5,60-90 minutes a week,5,5,4,2
Lowell,Indiana,United States,16,4,3,5,5,4,4-6 hours,3,3,30- 60 minutes a week,5,2,3,2
Republic,Missouri,United States,34,5,4,5,5,3,4-6 hours,4,3,Less than 30 minutes a week,4,4,3,3
Republic,Missouri,United States,48,5,5,4,4,4,4-6 hours,3,3,Less than 30 minutes a week,4,4,4,2
Belleville,Michigan,United States,15,4,4,4,5,5,More than 9 hours,4,3,Less than 30 minutes a week,5,5,3,3
Ozark,Missouri,United States,30,4,5,5,4,4,7-9 hours,2,5,Less than 30 minutes a week,4,4,4,2
Davis,California,United States,17,3,4,5,3,5,7-9 hours,4,4,More than 90 minutes a week,3,3,3,2
Springfield,Missouri,United States,61,5,5,5,3,4,7-9 hours,4,4,More than 90 minutes a week,4,4,4,1
Republic,Missouri,United States,52,4,5,5,5,5,4-6 hours,3,4,60-90 minutes a week,5,5,3,2
Republic,Missouri,United States,57,5,5,5,4,5,4-6 hours,3,5,30- 60 minutes a week,4,4,5,2
Springfield,Missouri,United States,45,5,5,5,5,5,7-9 hours,5,3,60-90 minutes a week,5,5,5,1
Bolivar,Missouri,United States,38,4,5,4,2,4,7-9 hours,2,4,Less than 30 minutes a week,4,4,4,2
Ruston,Louisiana,United States,17,5,4,5,5,5,4-6 hours,3,4,More than 90 minutes a week,5,4,2,4
Republic,Missouri,United States,51,3,5,5,3,4,7-9 hours,2,5,More than 90 minutes a week,5,4,5,2
Republic,Missouri,United States,42,4,5,5,4,3,4-6 hours,4,4,More than 90 minutes a week,5,4,4,2
Destrehan,Louisiana,United States,56,5,4,5,4,5,7-9 hours,3,4,Less than 30 minutes a week,5,4,4,2
Springfield,Missouri,United States,40,3,4,4,5,5,7-9 hours,3,4,30- 60 minutes a week,5,5,5,4
Springfield,Missouri,United States,25,4,5,5,4,3,7-9 hours,3,3,30- 60 minutes a week,4,3,3,2
Rochester,Indiana,United States,15,4,3,2,4,4,4-6 hours,3,2,More than 90 minutes a week,2,2,2,4
Marshfield,Missouri,United States,42,4,5,4,4,2,7-9 hours,2,2,Less than 30 minutes a week,4,1,1,3
Springfield,Missouri,United States,42,5,4,5,4,4,4-6 hours,3,4,30- 60 minutes a week,4,4,4,2
Springfield,Missouri,United States,26,5,5,3,2,3,7-9 hours,4,3,More than 90 minutes a week,4,4,5,2
Republic,Missouri,United States,43,5,5,5,5,3,7-9 hours,4,5,30- 60 minutes a week,5,5,5,2
Republic,Missouri,United States,35,4,4,3,5,4,4-6 hours,3,1,Less than 30 minutes a week,2,2,2,3
Galt,Missouri,United States,39,4,4,5,3,5,4-6 hours,3,3,30- 60 minutes a week,3,3,3,3
Republic,Missouri,United States,33,4,5,4,4,4,4-6 hours,3,4,60-90 minutes a week,5,4,5,2
Springfield,Missouri,United States,34,5,5,5,5,5,4-6 hours,5,5,More than 90 minutes a week,5,4,3,2
Ozark,Missouri,United States,26,5,5,5,5,5,7-9 hours,3,3,More than 90 minutes a week,5,4,2,2
Clever,Missouri,United States,29,5,5,5,4,5,4-6 hours,3,4,Less than 30 minutes a week,5,4,4,2
Pierce City,Missouri,United States,44,3,4,5,5,5,7-9 hours,3,4,30- 60 minutes a week,4,4,3,3
Dallas,Texas,United States,53,5,5,5,4,3,7-9 hours,4,5,More than 90 minutes a week,4,4,4,2
Republic,Missouri,United States,50,4,5,4,4,5,4-6 hours,2,4,More than 90 minutes a week,4,3,4,3
Mt. Vernon,Missouri,United States,45,5,5,4,3,5,1-3 hours,3,3,60-90 minutes a week,5,4,4,1
Republic,Missouri,United States,26,5,4,5,4,4,7-9 hours,4,5,30- 60 minutes a week,5,4,4,2
Ash Grove,Missouri,United States,61,5,4,4,3,5,4-6 hours,3,4,30- 60 minutes a week,3,4,4,2
Springfield,Missouri,United States,42,4,4,4,5,3,4-6 hours,5,4,More than 90 minutes a week,5,4,4,2
Napa,California,United States,16,1,5,3,5,5,7-9 hours,5,5,More than 90 minutes a week,5,5,5,5
Springfield,Missouri,United States,70,5,5,4,3,4,7-9 hours,3,4,30- 60 minutes a week,5,4,3,3
Kenner,Louisiana,United States,12,4,4,4,5,5,4-6 hours,3,3,More than 90 minutes a week,3,3,4,4
American Canyon,California,United States,11,4,5,5,4,2,7-9 hours,3,4,More than 90 minutes a week,4,4,4,4
Republic,Missouri,United States,34,5,5,5,4,3,7-9 hours,4,3,30- 60 minutes a week,4,4,4,2
American Canyon,California,United States,13,4,4,5,5,4,More than 9 hours,3,4,More than 90 minutes a week,5,5,5,2
Nixa,Missouri,United States,35,3,5,5,4,4,7-9 hours,3,4,More than 90 minutes a week,3,5,4,4
Springfield,Missouri,United States,62,4,5,5,4,4,7-9 hours,3,4,60-90 minutes a week,4,5,4,1
Neosho,Missouri,United States,34,5,5,5,5,5,7-9 hours,3,4,More than 90 minutes a week,5,4,4,2
Gilman City,Missouri,United States,34,4,5,5,4,4,4-6 hours,4,4,30- 60 minutes a week,4,4,4,2
Monett,Missouri,United States,41,4,4,4,4,2,4-6 hours,4,4,More than 90 minutes a week,3,3,4,3
Napa,California,United States,15,5,5,5,5,3,4-6 hours,5,4,More than 90 minutes a week,5,4,5,3
Republic,Missouri,United States,35,4,4,4,5,3,4-6 hours,2,4,30- 60 minutes a week,4,5,4,2
Republic,Missouri,United States,26,4,5,4,5,5,4-6 hours,3,5,Less than 30 minutes a week,4,3,4,3
Springfield,Missouri,United States,26,4,4,5,5,5,4-6 hours,4,3,Less than 30 minutes a week,4,3,2,2
Republic,Missouri,United States,35,4,5,5,5,5,7-9 hours,3,4,30- 60 minutes a week,5,4,5,3
Springfield,Missouri,United States,23,4,4,4,4,5,1-3 hours,3,3,Less than 30 minutes a week,5,4,3,2
Springfield,Missouri,United States,34,4,4,4,4,5,4-6 hours,2,3,30- 60 minutes a week,3,3,4,5
Bolivar,Missouri,United States,40,5,5,5,4,3,7-9 hours,4,4,30- 60 minutes a week,5,5,5,2
Republic,Missouri,United States,47,5,5,5,3,4,7-9 hours,2,4,Less than 30 minutes a week,5,3,3,1
Odessa,Missouri,United States,53,4,5,5,5,4,4-6 hours,3,4,60-90 minutes a week,4,4,4,2
Pleasant Hope,Missouri,United States,53,5,5,5,3,5,4-6 hours,3,5,Less than 30 minutes a week,5,4,4,3
Republic,Missouri,United States,58,4,5,4,2,4,7-9 hours,3,4,More than 90 minutes a week,4,4,4,2
Billings,Missouri,United States,38,5,5,5,3,4,7-9 hours,3,4,More than 90 minutes a week,5,5,4,2
Powell,Missouri,United States,51,4,4,4,5,2,4-6 hours,4,5,60-90 minutes a week,3,4,5,2
Republic,Missouri,United States,35,5,5,5,5,5,7-9 hours,3,4,Less than 30 minutes a week,3,3,3,4
Republic,Missouri,United States,49,3,4,4,3,3,7-9 hours,2,3,60-90 minutes a week,3,3,3,2
Blue Springs,Missouri,United States,49,4,5,5,3,4,4-6 hours,2,4,60-90 minutes a week,3,4,3,1
Metairie,Louisiana,United States,17,5,5,5,5,5,7-9 hours,3,4,30- 60 minutes a week,5,3,4,3
Republic,Missouri,United States,12,5,4,5,5,5,7-9 hours,5,5,More than 90 minutes a week,5,5,5,3
Clever,Missouri,United States,40,5,5,5,4,3,7-9 hours,4,4,More than 90 minutes a week,5,4,4,3
Buffalo,Missouri,United States,62,5,4,4,5,5,4-6 hours,3,5,30- 60 minutes a week,5,5,4,4
Eldridge,Iowa,United States,58,4,5,5,4,3,4-6 hours,3,4,Less than 30 minutes a week,4,4,4,2
Evansville,Indiana,United States,17,4,4,5,5,4,7-9 hours,2,4,60-90 minutes a week,4,3,4,2
Battlefield,Missouri,United States,26,5,4,5,4,4,7-9 hours,3,4,60-90 minutes a week,4,4,4,2
Springfield,Missouri,United States,69,4,5,5,3,5,7-9 hours,4,5,30- 60 minutes a week,2,3,4,2
Brookline,Missouri,United States,59,5,5,5,4,5,4-6 hours,3,4,30- 60 minutes a week,4,4,4,3
Dallas,Texas,United States,26,4,5,5,4,2,7-9 hours,3,4,More than 90 minutes a week,4,4,5,2
Plymouth,Indiana,United States,15,5,3,3,5,5,4-6 hours,2,3,Less than 30 minutes a week,3,2,4,2
Belleville,Michigan,United States,16,5,5,4,2,5,4-6 hours,3,4,60-90 minutes a week,5,4,3,4
Trumann,Arkansas,United States,16,2,4,5,5,4,4-6 hours,2,5,30- 60 minutes a week,4,5,4,3
Springfield,Missouri,United States,59,5,5,5,3,4,7-9 hours,3,4,More than 90 minutes a week,4,5,5,1
Republic,Missouri,United States,37,5,5,5,4,3,4-6 hours,3,4,More than 90 minutes a week,5,3,2,4
Republic,Missouri,United States,31,5,5,5,5,5,7-9 hours,2,5,60-90 minutes a week,5,5,5,4
Hannibal,Missouri,United States,31,3,4,4,4,4,4-6 hours,3,3,60-90 minutes a week,5,4,4,2
Republic,Missouri,United States,57,5,4,5,4,4,7-9 hours,4,3,Less than 30 minutes a week,4,5,4,1
Davis,California,United States,46,4,5,4,3,3,7-9 hours,2,3,More than 90 minutes a week,3,3,3,3
Ozark,Missouri,United States,43,5,4,4,4,4,1-3 hours,3,3,30- 60 minutes a week,5,4,4,4
Rolla,Missouri,United States,67,4,5,5,2,2,7-9 hours,3,4,60-90 minutes a week,3,4,3,2
LaGrange,Indiana,United States,16,4,5,5,4,4,7-9 hours,3,3,30- 60 minutes a week,4,3,3,3
Tuckerman,Arkansas,United States,49,4,4,3,4,4,4-6 hours,3,3,More than 90 minutes a week,4,4,4,4
Walterboro,South Carolina,United States,15,4,3,5,5,5,4-6 hours,2,4,More than 90 minutes a week,5,5,4,5
Springfield,Missouri,United States,56,3,2,2,4,4,1-3 hours,1,1,Less than 30 minutes a week,2,2,2,1
American Canyon,California,United States,13,3,5,4,5,5,7-9 hours,,3,60-90 minutes a week,5,5,4,2
Lowell,Indiana,United States,29,5,5,5,5,5,7-9 hours,4,4,More than 90 minutes a week,4,4,4,2
Jonesboro,Arkansas,United States,45,5,5,5,1,3,4-6 hours,3,4,Less than 30 minutes a week,5,5,5,1
Morrisville,North Carolina,United States,14,5,5,5,5,4,4-6 hours,3,3,60-90 minutes a week,5,4,5,2
Palm Coast,Florida,United States,15,4,4,4,5,5,4-6 hours,4,4,More than 90 minutes a week,5,4,5,2
Niles,Michigan,United States,15,2,3,2,5,3,Less than an hour,1,1,Less than 30 minutes a week,2,1,4,5
Walterboro,South Carolina,United States,14,3,5,5,5,5,7-9 hours,3,4,30- 60 minutes a week,5,4,4,4
Republic,Missouri,United States,53,5,5,5,5,5,7-9 hours,5,4,60-90 minutes a week,5,4,4,4
Springfield,Missouri,United States,62,3,4,5,4,4,7-9 hours,3,4,More than 90 minutes a week,4,4,4,2
Springfield,Missouri,United States,62,3,4,5,4,4,7-9 hours,3,4,More than 90 minutes a week,4,4,4,2
Knightdale,North Carolina,United States,17,4,4,4,5,4,7-9 hours,3,5,More than 90 minutes a week,4,5,4,2
Syracuse,New York,United States,26,5,4,5,4,4,4-6 hours,3,4,30- 60 minutes a week,4,4,5,2
Springfield,Missouri,United States,44,4,5,5,3,5,7-9 hours,2,4,Less than 30 minutes a week,4,4,4,4
Republic,Missouri,United States,45,4,4,5,5,5,7-9 hours,2,4,More than 90 minutes a week,5,4,4,2
Mountain Grove,Missouri,United States,44,4,4,4,5,4,7-9 hours,3,3,Less than 30 minutes a week,2,2,3,2
Springfield,Missouri,United States,28,3,5,5,4,4,4-6 hours,3,4,30- 60 minutes a week,4,4,4,2
Springfield,Missouri,United States,64,5,5,3,5,5,1-3 hours,3,3,30- 60 minutes a week,4,4,5,3
American Canyon,California,United States,15,5,3,5,5,4,1-3 hours,4,2,30- 60 minutes a week,4,2,4,5
American Canyon,California,United States,15,5,3,5,5,4,1-3 hours,4,2,30- 60 minutes a week,4,2,4,5
Republic,Missouri,United States,63,5,4,5,4,5,7-9 hours,4,4,30- 60 minutes a week,4,3,3,3
Columbia City,Indiana,United States,17,4,3,4,5,5,7-9 hours,2,1,Less than 30 minutes a week,3,3,2,4
Springfield,Missouri,United States,33,4,5,4,5,4,4-6 hours,3,4,30- 60 minutes a week,5,5,5,2
Charlotte,North Carolina,United States,43,4,4,5,5,3,7-9 hours,4,4,Less than 30 minutes a week,4,3,3,2
